Aces_left,Aces_right,Double Faults_left,Double Faults_right,1st serve percentage_left,1st serve percentage_right,1st serve points won_left,1st serve points won_right,2nd serve points won_left,2nd serve points won_right,Break Points Saved_left,Break Points Saved_right,1st return points won_left,1st return points won_right,2nd return points won_left,2nd return points won_right,Break Points Converted_left,Break Points Converted_right,Winners_left,Winners_right,Unforced errors_left,Unforced errors_right,Net points won_left,Net points won_right,Service Points Won_left,Service Points Won_right,Return Points Won_left,Return Points Won_right,Total Points Won_left,Total Points Won_right,Service games won_left,Service games won_right,Return games won_left,Return games won_right,Total games won_left,Total games won_right,player_left,player_right,date,match_info,match_result_sets,sets_played,best_of_estimate,score_full,set_1_score,set_1_tiebreak,set_2_score,set_2_tiebreak,set_3_score,set_3_tiebreak,set_4_score,set_4_tiebreak,set_5_score,set_5_tiebreak
10,26,3,3,68%,61%,"78%
(64/82)","76%
(57/75)","59%
(23/39)","48%
(23/48)",2/3,8/11,"24%
(18/75)","22%
(18/82)","46%
(22/48)","33%
(13/39)",3/11,1/3,41,50,25,35,"69%
(11/16)","60%
(12/20)","72%
(87/121)","65%
(80/123)","35%
(43/123)","28%
(34/121)","53%
(130/244)","47%
(114/244)","95%
(19/20)","84%
(16/19)","16%
(3/19)","5%
(1/20)","56%
(22/39)","44%
(17/39)",djokovic-novak,raonic-milos,14.02.2021 10:30,australian-open-2021,3-1,4,5,3-1 | 7-6(7-4) | 4-6 | 6-1 | 6-4,7-6,7-4,4-6,,6-1,,6-4,,,
1,15,2,3,70%,72%,"61%
(49/80)","76%
(53/70)","53%
(18/34)","52%
(14/27)",10/14,1/3,"24%
(17/70)","39%
(31/80)","37%
(10/27)","41%
(14/34)",2/3,4/14,30,44,32,33,"82%
(14/17)","70%
(23/33)","59%
(67/114)","69%
(67/97)","31%
(30/97)","41%
(47/114)","46%
(97/211)","54%
(114/211)","73%
(11/15)","88%
(14/16)","13%
(2/16)","27%
(4/15)","42%
(13/31)","58%
(18/31)",lajovic-dusan,zverev-alexander,14.02.2021 07:45,australian-open-2021,0-3,3,5,0-3 | 4-6 | 6-7(5-7) | 3-6,4-6,,6-7,5-7,3-6,,,,,
2,10,2,1,73%,68%,"55%
(41/75)","71%
(37/52)","32%
(9/28)","58%
(14/24)",8/15,5/7,"29%
(15/52)","45%
(34/75)","38%
(9/24)","61%
(17/28)",2/7,7/15,25,25,41,18,"52%
(11/21)","59%
(10/17)","49%
(50/103)","67%
(51/76)","33%
(25/76)","51%
(53/103)","42%
(75/179)","58%
(104/179)","46%
(6/13)","85%
(11/13)","15%
(2/13)","54%
(7/13)","31%
(8/26)","69%
(18/26)",thiem-dominic,dimitrov-grigor,14.02.2021 05:05,australian-open-2021,0-3,3,5,0-3 | 4-6 | 4-6 | 0-6,4-6,,4-6,,0-6,,,,,
11,9,3,6,58%,63%,"74%
(53/72)","77%
(59/77)","51%
(27/53)","48%
(22/46)",9/14,1/6,"23%
(18/77)","26%
(19/72)","39%
(18/46)","43%
(23/53)",5/6,5/14,29,37,41,46,"56%
(14/25)","80%
(20/25)","64%
(80/125)","66%
(81/123)","34%
(42/123)","36%
(45/125)","49%
(122/248)","51%
(126/248)","77%
(17/22)","77%
(17/22)","23%
(5/22)","23%
(5/22)","50%
(22/44)","50%
(22/44)",auger-aliassime-felix,karatsev-aslan,14.02.2021 01:40,australian-open-2021,2-3,5,5,2-3 | 6-3 | 6-1 | 3-6 | 3-6 | 4-6,6-3,,6-1,,3-6,,3-6,,4-6,
3,4,3,3,53%,51%,"74%
(35/47)","63%
(27/43)","55%
(23/42)","54%
(22/41)",1/3,3/8,"37%
(16/43)","26%
(12/47)","39%
(16/41)","38%
(16/42)",5/8,2/3,25,13,42,35,"71%
(12/17)","65%
(11/17)","65%
(58/89)","58%
(49/84)","42%
(35/84)","35%
(31/89)","54%
(93/173)","46%
(80/173)","87%
(13/15)","64%
(9/14)","36%
(5/14)","13%
(2/15)","62%
(18/29)","38%
(11/29)",fognini-fabio,de-minaur-alex,13.02.2021 10:00,australian-open-2021,3-0,3,5,3-0 | 6-4 | 6-3 | 6-4,6-4,,6-3,,6-4,,,,,
9,7,4,1,71%,68%,"69%
(51/74)","77%
(43/56)","23%
(7/30)","69%
(18/26)",7/12,0/1,"23%
(13/56)","31%
(23/74)","27%
(7/26)","63%
(19/30)",1/1,5/12,25,33,43,35,"60%
(15/25)","79%
(11/14)","56%
(58/104)","74%
(61/82)","26%
(21/82)","44%
(46/104)","42%
(79/186)","58%
(107/186)","69%
(11/16)","88%
(15/17)","6%
(1/16)","31%
(5/16)","36%
(12/33)","63%
(20/32)",norrie-cameron,nadal-rafael,13.02.2021 10:00,australian-open-2021,0-3,3,5,0-3 | 5-7 | 2-6 | 5-7,5-7,,2-6,,5-7,,,,,
12,18,3,1,63%,62%,"73%
(56/77)","84%
(64/76)","53%
(24/45)","50%
(23/46)",4/6,2/4,"16%
(12/76)","27%
(21/77)","48%
(22/46)","40%
(18/45)",2/4,2/6,34,48,38,37,"62%
(23/37)","72%
(21/29)","66%
(80/122)","71%
(87/122)","29%
(35/122)","34%
(42/122)","47%
(115/244)","53%
(129/244)","89%
(16/18)","89%
(16/18)","11%
(2/18)","11%
(2/18)","50%
(18/36)","50%
(18/36)",khachanov-karen,berrettini-matteo,13.02.2021 06:25,australian-open-2021,0-3,3,5,0-3 | 6-7(1-7) | 6-7(5-7) | 6-7(5-7),6-7,1-7,6-7,5-7,6-7,5-7,,,,
12,11,3,7,52%,56%,"93%
(39/42)","73%
(32/44)","62%
(24/39)","50%
(17/34)",3/3,5/9,"27%
(12/44)","7%
(3/42)","29%
(10/34)","31%
(12/39)",4/9,0/3,33,22,23,29,"75%
(6/8)","65%
(20/31)","78%
(63/81)","63%
(49/78)","37%
(29/78)","22%
(18/81)","58%
(92/159)","42%
(67/159)","100%
(15/15)","71%
(10/14)","29%
(4/14)","0%
(0/15)","66%
(19/29)","34%
(10/29)",rublev-andrey,lopez-feliciano,13.02.2021 04:50,australian-open-2021,3-0,3,5,3-0 | 7-5 | 6-2 | 6-3,7-5,,6-2,,6-3,,,,,
8,0,3,4,61%,76%,"78%
(31/40)","53%
(31/58)","62%
(16/26)","28%
(5/18)",0/1,5/12,"47%
(27/58)","23%
(9/40)","50%
(9/18)","27%
(7/26)",7/12,1/1,27,14,20,36,"58%
(14/24)","82%
(9/11)","72%
(47/65)","47%
(36/76)","53%
(40/76)","28%
(18/65)","62%
(87/141)","39%
(55/141)","92%
(11/12)","42%
(5/12)","58%
(7/12)","8%
(1/12)","75%
(18/24)","25%
(6/24)",tsitsipas-stefanos,ymer-mikael,13.02.2021 04:30,australian-open-2021,3-0,3,5,3-0 | 6-4 | 6-1 | 6-1,6-4,,6-1,,6-1,,,,,
2,15,3,4,65%,54%,"64%
(59/92)","77%
(54/70)","48%
(24/50)","52%
(31/60)",11/18,8/11,"23%
(16/70)","36%
(33/92)","42%
(25/60)","46%
(23/50)",3/11,7/18,36,52,48,44,"74%
(35/47)","60%
(15/25)","59%
(83/141)","65%
(85/130)","35%
(45/130)","41%
(58/141)","47%
(128/271)","53%
(144/271)","68%
(15/22)","86%
(18/21)","14%
(3/21)","32%
(7/22)","42%
(18/43)","58%
(25/43)",krajinovic-filip,medvedev-daniil,13.02.2021 02:25,australian-open-2021,2-3,5,5,2-3 | 3-6 | 3-6 | 6-4 | 6-3 | 0-6,3-6,,3-6,,6-4,,6-3,,0-6,
9,12,4,3,69%,66%,"68%
(51/75)","81%
(47/58)","29%
(10/34)","53%
(16/30)",4/9,2/4,"19%
(11/58)","32%
(24/75)","37%
(11/30)","59%
(20/34)",2/4,5/9,33,39,44,30,"53%
(10/19)","73%
(19/26)","56%
(61/109)","72%
(63/88)","28%
(25/88)","44%
(48/109)","44%
(86/197)","56%
(111/197)","64%
(9/14)","87%
(13/15)","13%
(2/15)","36%
(5/14)","38%
(11/29)","62%
(18/29)",harris-lloyd,mcdonald-mackenzie,13.02.2021 02:05,australian-open-2021,0-3,3,5,0-3 | 6-7(7-9) | 1-6 | 4-6,6-7,7-9,1-6,,4-6,,,,,
9,3,4,6,57%,59%,"86%
(50/58)","63%
(48/76)","63%
(27/43)","53%
(28/53)",3/5,7/12,"37%
(28/76)","14%
(8/58)","36%
(19/53)","28%
(12/43)",5/12,2/5,45,33,40,42,"71%
(15/21)","55%
(24/44)","76%
(77/101)","59%
(76/129)","41%
(53/129)","24%
(24/101)","57%
(130/230)","43%
(100/230)","90%
(18/20)","74%
(14/19)","26%
(5/19)","10%
(2/20)","59%
(23/39)","41%
(16/39)",ruud-casper,albot-radu,13.02.2021 01:45,australian-open-2021,3-1,4,5,3-1 | 6-1 | 5-7 | 6-4 | 6-4,6-1,,5-7,,6-4,,6-4,,,
15,24,5,1,66%,64%,"75%
(79/105)","70%
(69/98)","50%
(27/54)","60%
(33/55)",9/12,5/9,"30%
(29/98)","25%
(26/105)","38%
(21/55)","41%
(22/54)",4/9,3/12,52,62,53,45,"58%
(11/19)","68%
(19/28)","67%
(106/159)","67%
(102/153)","33%
(51/153)","33%
(53/159)","50%
(157/312)","50%
(155/312)","88%
(21/24)","84%
(21/25)","16%
(4/25)","13%
(3/24)","51%
(25/49)","49%
(24/49)",djokovic-novak,fritz-taylor,12.02.2021 09:45,australian-open-2021,3-2,5,5,3-2 | 7-6(7-1) | 6-4 | 3-6 | 4-6 | 6-2,7-6,7-1,6-4,,3-6,,4-6,,6-2,
14,25,1,2,63%,72%,"78%
(67/86)","81%
(88/108)","72%
(36/50)","41%
(17/41)",6/8,7/10,"19%
(20/108)","22%
(19/86)","54%
(22/41)","26%
(13/50)",3/10,2/8,57,52,28,47,"66%
(23/35)","67%
(34/51)","76%
(104/136)","72%
(107/149)","28%
(42/149)","24%
(32/136)","52%
(147/285)","48%
(138/285)","92%
(23/25)","88%
(21/24)","13%
(3/24)","8%
(2/25)","53%
(26/49)","47%
(23/49)",thiem-dominic,kyrgios-nick,12.02.2021 08:20,australian-open-2021,3-2,5,5,3-2 | 4-6 | 4-6 | 6-3 | 6-4 | 6-4,4-6,,4-6,,6-3,,6-4,,6-4,
4,8,5,2,57%,64%,"61%
(34/56)","77%
(47/61)","50%
(21/42)","59%
(20/34)",6/11,3/5,"23%
(14/61)","39%
(22/56)","35%
(12/34)","38%
(16/42)",2/5,5/11,19,31,37,29,"65%
(22/34)","78%
(14/18)","58%
(55/95)","68%
(67/98)","32%
(31/98)","42%
(40/95)","43%
(83/193)","57%
(110/193)","69%
(11/16)","88%
(15/17)","12%
(2/17)","31%
(5/16)","39%
(13/33)","61%
(20/33)",shapovalov-denis,auger-aliassime-felix,12.02.2021 08:10,australian-open-2021,0-3,3,5,0-3 | 5-7 | 5-7 | 3-6,5-7,,5-7,,3-6,,,,,
2,13,7,5,49%,56%,"68%
(49/72)","84%
(51/61)","49%
(36/74)","63%
(30/48)",7/12,1/3,"16%
(10/61)","32%
(23/72)","27%
(13/48)","42%
(31/74)",2/3,5/12,30,47,39,49,"77%
(17/22)","71%
(25/35)","63%
(92/146)","79%
(86/109)","21%
(23/109)","37%
(54/146)","44%
(113/255)","56%
(142/255)","75%
(15/20)","90%
(18/20)","10%
(2/20)","25%
(5/20)","43%
(17/40)","57%
(23/40)",fucsovics-marton,raonic-milos,12.02.2021 06:15,australian-open-2021,1-3,4,5,1-3 | 6-7(2-7) | 7-5 | 2-6 | 2-6,6-7,2-7,7-5,,2-6,,2-6,,,
9,0,1,1,71%,75%,"72%
(46/64)","56%
(27/48)","62%
(16/26)","50%
(8/16)",10/11,1/6,"44%
(21/48)","28%
(18/64)","44%
(7/16)","35%
(9/26)",5/6,1/11,50,5,38,12,"74%
(25/34)","75%
(3/4)","70%
(63/90)","56%
(36/64)","44%
(28/64)","30%
(27/90)","59%
(91/154)","41%
(63/154)","93%
(13/14)","62%
(8/13)","38%
(5/13)","7%
(1/14)","67%
(18/27)","33%
(9/27)",karatsev-aslan,schwartzman-diego,12.02.2021 06:10,australian-open-2021,3-0,3,5,3-0 | 6-3 | 6-3 | 6-3,6-3,,6-3,,6-3,,,,,
2,10,3,3,72%,73%,"62%
(68/109)","75%
(65/87)","43%
(18/42)","55%
(18/33)",7/14,4/6,"25%
(22/87)","38%
(41/109)","36%
(12/33)","50%
(21/42)",2/6,7/14,36,48,51,43,"70%
(49/70)","69%
(20/29)","59%
(89/151)","72%
(86/120)","28%
(34/120)","41%
(62/151)","45%
(121/271)","54%
(145/271)","59%
(13/22)","84%
(16/19)","16%
(3/19)","41%
(9/22)","39%
(16/41)","61%
(25/41)",martinez-pedro,lajovic-dusan,12.02.2021 04:45,australian-open-2021,1-3,4,5,1-3 | 7-6(8-6) | 5-7 | 1-6 | 4-6,7-6,8-6,5-7,,1-6,,4-6,,,
4,19,3,6,51%,68%,"61%
(25/41)","88%
(45/51)","49%
(19/39)","50%
(12/24)",7/12,3/3,"12%
(6/51)","39%
(16/41)","25%
(6/24)","44%
(17/39)",0/3,5/12,11,35,26,31,"60%
(6/10)","90%
(9/10)","59%
(47/80)","84%
(63/75)","16%
(12/75)","41%
(33/80)","40%
(62/155)","60%
(93/155)","58%
(7/12)","100%
(13/13)","0%
(0/13)","42%
(5/12)","28%
(7/25)","72%
(18/25)",mannarino-adrian,zverev-alexander,12.02.2021 04:20,australian-open-2021,0-3,3,5,0-3 | 3-6 | 3-6 | 1-6,3-6,,3-6,,1-6,,,,,
3,1,0,0,56%,80%,"90%
(9/10)","38%
(9/24)","50%
(4/8)","33%
(2/6)",1/1,4/8,"63%
(15/24)","10%
(1/10)","67%
(4/6)","50%
(4/8)",4/8,0/1,10,7,6,20,"60%
(3/5)","50%
(3/6)","72%
(13/18)","37%
(11/30)","63%
(19/30)","28%
(5/18)","67%
(32/48)","33%
(16/48)","100%
(3/3)","0%
(0/4)","100%
(4/4)","0%
(0/3)","100%
(7/7)","0%
(0/7)",dimitrov-grigor,carreno-busta-pablo,12.02.2021 03:10,australian-open-2021,1-0,2,3,1-0 | 6-0 | 1-0,6-0,,1-0,,,,,,,
8,7,4,3,63%,76%,"59%
(27/46)","84%
(43/51)","44%
(12/27)","56%
(9/16)",6/11,0/0,"16%
(8/51)","41%
(19/46)","25%
(4/16)","41%
(11/27)",0/0,5/11,16,40,25,24,"52%
(11/21)","94%
(15/16)","53%
(39/73)","78%
(52/67)","22%
(15/67)","47%
(34/73)","39%
(54/140)","61%
(86/140)","58%
(7/12)","100%
(13/13)","0%
(0/13)","42%
(5/12)","28%
(7/25)","72%
(18/25)",mmoh-michael,nadal-rafael,11.02.2021 10:45,australian-open-2021,0-3,3,5,0-3 | 1-6 | 4-6 | 2-6,1-6,,4-6,,2-6,,,,,
0,13,3,3,56%,64%,"48%
(19/40)","86%
(42/49)","41%
(13/32)","48%
(13/27)",1/8,2/4,"14%
(7/49)","53%
(21/40)","41%
(11/27)","50%
(16/32)",2/4,7/8,13,35,34,29,"69%
(11/16)","65%
(17/26)","44%
(32/72)","72%
(55/76)","28%
(21/76)","56%
(40/72)","36%
(53/148)","64%
(95/148)","46%
(6/13)","86%
(12/14)","14%
(2/14)","54%
(7/13)","30%
(8/27)","70%
(19/27)",carballes-baena-roberto,medvedev-daniil,11.02.2021 10:25,australian-open-2021,0-3,3,5,0-3 | 2-6 | 5-7 | 1-6,2-6,,5-7,,1-6,,,,,
9,1,2,0,67%,59%,"66%
(45/68)","86%
(44/51)","36%
(12/33)","51%
(18/35)",9/14,2/3,"14%
(7/51)","34%
(23/68)","49%
(17/35)","58%
(19/33)",1/3,5/14,28,30,38,22,"86%
(6/7)","86%
(25/29)","56%
(57/101)","72%
(62/86)","28%
(24/86)","44%
(44/101)","43%
(81/187)","57%
(106/187)","67%
(10/15)","93%
(14/15)","7%
(1/15)","33%
(5/15)","37%
(11/30)","63%
(19/30)",cuevas-pablo,de-minaur-alex,11.02.2021 08:15,australian-open-2021,0-3,3,5,0-3 | 3-6 | 3-6 | 5-7,3-6,,3-6,,5-7,,,,,
8,5,5,3,71%,60%,"72%
(69/96)","67%
(61/91)","45%
(18/40)","46%
(28/61)",6/11,14/20,"33%
(30/91)","28%
(27/96)","49%
(30/61)","43%
(17/40)",6/20,5/11,49,38,34,51,"56%
(14/25)","58%
(22/38)","68%
(92/136)","61%
(92/152)","39%
(60/152)","32%
(44/136)","52%
(150/288)","48%
(138/288)","76%
(16/21)","75%
(15/20)","25%
(5/20)","24%
(5/21)","51%
(21/41)","49%
(20/41)",norrie-cameron,safiullin-roman,11.02.2021 07:25,australian-open-2021,3-1,4,5,3-1 | 3-6 | 7-5 | 6-3 | 7-6(7-3),3-6,,7-5,,6-3,,7-6,7-3,,
5,10,6,5,55%,55%,"78%
(63/81)","73%
(59/81)","60%
(40/67)","56%
(37/66)",4/7,10/13,"27%
(22/81)","22%
(18/81)","36%
(24/66)","31%
(21/67)",3/13,3/7,34,27,68,57,"81%
(17/21)","48%
(12/25)","74%
(109/148)","69%
(101/147)","31%
(46/147)","26%
(39/148)","52%
(154/295)","48%
(141/295)","88%
(21/24)","87%
(20/23)","13%
(3/23)","13%
(3/24)","51%
(24/47)","49%
(23/47)",fognini-fabio,caruso-salvatore,11.02.2021 06:10,australian-open-2021,3-2,5,5,3-2 | 4-6 | 6-2 | 2-6 | 6-3 | 7-6(14-12),4-6,,6-2,,2-6,,6-3,,7-6,14-12
12,5,1,3,63%,74%,"70%
(46/66)","76%
(58/76)","47%
(18/38)","56%
(15/27)",6/10,2/3,"24%
(18/76)","30%
(20/66)","33%
(9/27)","50%
(19/38)",1/3,4/10,34,29,49,37,"67%
(8/12)","59%
(17/29)","62%
(64/103)","73%
(73/100)","27%
(27/100)","38%
(39/103)","46%
(94/203)","56%
(113/203)","75%
(12/16)","94%
(15/16)","6%
(1/16)","25%
(4/16)","41%
(13/32)","59%
(19/32)",o-connell-christopher,albot-radu,11.02.2021 04:55,australian-open-2021,0-3,3,5,0-3 | 2-6 | 5-7 | 6-7(8-10),2-6,,5-7,,6-7,8-10,,,,
9,19,2,2,64%,67%,"58%
(45/78)","78%
(61/78)","57%
(25/44)","49%
(19/39)",4/9,12/13,"22%
(17/78)","42%
(33/78)","46%
(18/39)","39%
(17/44)",1/13,5/9,31,48,50,47,"63%
(17/27)","68%
(17/25)","57%
(70/122)","68%
(80/117)","32%
(37/117)","43%
(52/122)","45%
(107/239)","55%
(132/239)","72%
(13/18)","94%
(17/18)","6%
(1/18)","28%
(5/18)","39%
(14/36)","61%
(22/36)",machac-tomas,berrettini-matteo,11.02.2021 04:35,australian-open-2021,1-3,4,5,1-3 | 3-6 | 2-6 | 6-4 | 3-6,3-6,,2-6,,6-4,,3-6,,,
13,18,0,5,71%,66%,"72%
(59/82)","79%
(55/70)","70%
(23/33)","44%
(16/36)",4/5,6/10,"21%
(15/70)","28%
(23/82)","42%
(15/36)","30%
(10/33)",4/10,1/5,26,44,20,53,"64%
(14/22)","71%
(17/24)","71%
(82/115)","72%
(76/106)","28%
(30/106)","29%
(33/115)","53%
(117/221)","47%
(104/221)","95%
(18/19)","79%
(15/19)","21%
(4/19)","5%
(1/19)","58%
(22/38)","42%
(16/38)",mcdonald-mackenzie,coric-borna,11.02.2021 04:35,australian-open-2021,3-1,4,5,3-1 | 6-4 | 6-2 | 4-6 | 6-4,6-4,,6-2,,4-6,,6-4,,,
17,23,10,8,63%,62%,"86%
(80/93)","72%
(93/129)","56%
(30/54)","46%
(36/78)",3/3,17/22,"28%
(36/129)","14%
(13/93)","44%
(34/78)","26%
(14/54)",5/22,0/3,78,58,46,62,"75%
(24/32)","76%
(19/25)","75%
(110/147)","62%
(129/207)","38%
(78/207)","25%
(37/147)","53%
(188/354)","47%
(166/354)","100%
(25/25)","81%
(21/26)","19%
(5/26)","0%
(0/25)","59%
(30/51)","41%
(21/51)",tsitsipas-stefanos,kokkinakis-thanasi,11.02.2021 03:55,australian-open-2021,3-2,5,5,3-2 | 6-7(5-7) | 6-4 | 6-1 | 6-7(5-7) | 6-4,6-7,5-7,6-4,,6-1,,6-7,5-7,6-4,
