Aces_left,Aces_right,Double Faults_left,Double Faults_right,1st serve percentage_left,1st serve percentage_right,1st serve points won_left,1st serve points won_right,2nd serve points won_left,2nd serve points won_right,Break Points Saved_left,Break Points Saved_right,1st return points won_left,1st return points won_right,2nd return points won_left,2nd return points won_right,Break Points Converted_left,Break Points Converted_right,Winners_left,Winners_right,Unforced errors_left,Unforced errors_right,Net points won_left,Net points won_right,Service Points Won_left,Service Points Won_right,Return Points Won_left,Return Points Won_right,Total Points Won_left,Total Points Won_right,Service games won_left,Service games won_right,Return games won_left,Return games won_right,Total games won_left,Total games won_right,player_left,player_right,date,match_info,match_result_sets,sets_played,best_of_estimate,score_full,set_1_score,set_1_tiebreak,set_2_score,set_2_tiebreak,set_3_score,set_3_tiebreak,set_4_score,set_4_tiebreak,set_5_score,set_5_tiebreak
8,5,5,3,61%,56%,"67%
(69/103)","74%
(63/85)","42%
(27/65)","50%
(33/66)",5/12,11/16,"26%
(22/85)","33%
(34/103)","45%
(30/66)","51%
(33/65)",5/16,7/12,61,44,63,47,"72%
(23/32)","69%
(29/42)","57%
(96/168)","64%
(96/151)","36%
(55/151)","43%
(72/168)","47%
(151/319)","53%
(168/319)","70%
(16/23)","78%
(18/23)","22%
(5/23)","30%
(7/23)","46%
(21/46)","54%
(25/46)",fucsovics-marton,rublev-andrey,05.10.2020 09:05,french-open-2020,1-3,4,5,1-3 | 7-6(7-4) | 5-7 | 4-6 | 6-7(3-7),7-6,7-4,5-7,,4-6,,6-7,3-7,,
1,1,4,3,63%,61%,"59%
(30/51)","69%
(31/45)","23%
(7/30)","59%
(17/29)",3/11,4/7,"31%
(14/45)","41%
(21/51)","31%
(9/29)","70%
(21/30)",3/7,8/11,18,15,48,23,"63%
(15/24)","53%
(10/19)","46%
(37/81)","65%
(48/74)","35%
(26/74)","54%
(44/81)","41%
(63/155)","59%
(92/155)","38%
(5/13)","77%
(10/13)","23%
(3/13)","62%
(8/13)","31%
(8/26)","69%
(18/26)",sonego-lorenzo,schwartzman-diego,04.10.2020 14:30,french-open-2020,0-3,3,5,0-3 | 1-6 | 3-6 | 4-6,1-6,,3-6,,4-6,,,,,
1,7,1,2,62%,67%,"68%
(67/99)","76%
(74/98)","60%
(36/60)","58%
(28/48)",7/11,10/13,"27%
(26/98)","32%
(32/99)","38%
(18/48)","35%
(21/60)",3/13,4/11,30,59,45,63,"67%
(24/36)","58%
(37/64)","65%
(103/159)","70%
(102/146)","30%
(44/146)","35%
(56/159)","48%
(147/305)","52%
(158/305)","84%
(21/25)","88%
(22/25)","12%
(3/25)","16%
(4/25)","48%
(24/50)","52%
(26/50)",gaston-hugo,thiem-dominic,04.10.2020 14:25,french-open-2020,2-3,5,5,2-3 | 4-6 | 4-6 | 7-5 | 6-3 | 3-6,4-6,,4-6,,7-5,,6-3,,3-6,
3,3,4,6,66%,57%,"72%
(51/71)","71%
(58/82)","41%
(15/37)","54%
(33/61)",1/6,6/8,"29%
(24/82)","28%
(20/71)","36%
(22/61)","49%
(18/37)",2/8,5/6,20,39,47,56,"59%
(13/22)","72%
(21/29)","61%
(66/108)","64%
(91/143)","36%
(52/143)","39%
(42/108)","47%
(118/251)","53%
(133/251)","72%
(13/18)","89%
(17/19)","11%
(2/19)","28%
(5/18)","41%
(15/37)","59%
(22/37)",zverev-alexander,sinner-jannik,04.10.2020 11:05,french-open-2020,1-3,4,5,1-3 | 3-6 | 3-6 | 6-4 | 3-6,3-6,,3-6,,6-4,,3-6,,,
0,1,2,1,68%,68%,"39%
(18/46)","62%
(33/53)","45%
(10/22)","72%
(18/25)",3/11,5/6,"38%
(20/53)","61%
(28/46)","24%
(6/25)","45%
(10/22)",1/6,8/11,21,15,48,20,"71%
(12/17)","64%
(7/11)","41%
(28/68)","65%
(51/78)","35%
(27/78)","59%
(40/68)","38%
(55/146)","62%
(91/146)","27%
(3/11)","91%
(10/11)","9%
(1/11)","73%
(8/11)","18%
(4/22)","82%
(18/22)",korda-sebastian,nadal-rafael,04.10.2020 10:35,french-open-2020,0-3,3,5,0-3 | 1-6 | 1-6 | 2-6,1-6,,1-6,,2-6,,,,,
2,4,2,2,69%,61%,"75%
(38/51)","53%
(30/57)","57%
(13/23)","35%
(13/37)",5/5,6/13,"47%
(27/57)","25%
(13/51)","59%
(22/37)","35%
(8/23)",7/13,0/5,38,18,28,25,"70%
(16/23)","50%
(9/18)","69%
(51/74)","46%
(43/94)","54%
(51/94)","31%
(23/74)","61%
(102/168)","39%
(66/168)","100%
(11/11)","42%
(5/12)","58%
(7/12)","0%
(0/11)","78%
(18/23)","22%
(5/23)",djokovic-novak,galan-daniel-elahi,03.10.2020 16:25,french-open-2020,3-0,3,5,3-0 | 6-0 | 6-3 | 6-2,6-0,,6-3,,6-2,,,,,
1,3,5,2,62%,57%,"58%
(42/72)","64%
(38/59)","41%
(18/44)","61%
(27/44)",9/17,4/8,"37%
(22/59)","42%
(30/72)","34%
(15/44)","48%
(21/44)",4/8,8/17,34,32,51,34,"65%
(17/26)","56%
(15/27)","52%
(60/116)","63%
(65/103)","37%
(38/103)","48%
(56/116)","45%
(98/219)","55%
(121/219)","56%
(10/18)","76%
(13/17)","24%
(4/17)","44%
(8/18)","40%
(14/35)","60%
(21/35)",garin-cristian,khachanov-karen,03.10.2020 13:55,french-open-2020,1-3,4,5,1-3 | 2-6 | 6-3 | 4-6 | 2-6,2-6,,6-3,,4-6,,2-6,,,
0,6,3,3,64%,60%,"62%
(24/39)","83%
(20/24)","27%
(6/22)","75%
(12/16)",6/10,0/0,"17%
(4/24)","38%
(15/39)","6%
(1/16)","59%
(13/22)",0/0,4/10,7,22,25,15,"67%
(8/12)","56%
(5/9)","49%
(30/61)","80%
(32/40)","20%
(8/40)","51%
(31/61)","38%
(38/101)","62%
(63/101)","50%
(4/8)","100%
(8/8)","0%
(0/8)","50%
(4/8)","25%
(4/16)","75%
(12/16)",carballes-baena-roberto,dimitrov-grigor,03.10.2020 13:45,french-open-2020,0-2,2,3,0-2 | 1-6 | 3-6,1-6,,3-6,,,,,,,
1,9,4,0,39%,67%,"60%
(15/25)","81%
(29/36)","36%
(14/39)","72%
(13/18)",4/9,2/2,"19%
(7/36)","40%
(10/25)","28%
(5/18)","54%
(21/39)",0/2,5/9,13,28,30,11,"57%
(4/7)","78%
(7/9)","45%
(29/64)","78%
(42/54)","22%
(12/54)","55%
(35/64)","35%
(41/118)","65%
(77/118)","44%
(4/9)","100%
(10/10)","0%
(0/10)","56%
(5/9)","21%
(4/19)","79%
(15/19)",bedene-aljaz,tsitsipas-stefanos,03.10.2020 12:55,french-open-2020,0-2,3,3,0-2 | 1-6 | 2-6 | 1-3,1-6,,2-6,,1-3,,,,,
3,1,3,1,66%,76%,"75%
(44/59)","56%
(40/71)","52%
(16/31)","30%
(7/23)",1/3,5/12,"44%
(31/71)","25%
(15/59)","65%
(15/23)","39%
(12/31)",7/12,2/3,28,23,22,37,"91%
(20/22)","52%
(13/25)","67%
(60/90)","50%
(47/94)","50%
(47/94)","33%
(30/90)","58%
(107/184)","42%
(77/184)","86%
(12/14)","50%
(7/14)","50%
(7/14)","14%
(2/14)","68%
(19/28)","32%
(9/28)",fucsovics-marton,monteiro-thiago,03.10.2020 11:10,french-open-2020,3-0,3,5,3-0 | 7-5 | 6-1 | 6-3,7-5,,6-1,,6-3,,,,,
4,5,3,1,60%,64%,"74%
(42/57)","69%
(41/59)","63%
(24/38)","52%
(17/33)",6/7,3/7,"31%
(18/59)","26%
(15/57)","45%
(15/33)","29%
(11/38)",4/7,1/7,23,34,21,42,"58%
(14/24)","66%
(21/32)","69%
(66/95)","63%
(58/92)","37%
(34/92)","31%
(29/95)","53%
(100/187)","47%
(87/187)","93%
(14/15)","73%
(11/15)","27%
(4/15)","7%
(1/15)","60%
(18/30)","40%
(12/30)",altmaier-daniel,berrettini-matteo,03.10.2020 09:10,french-open-2020,3-0,3,5,3-0 | 6-2 | 7-6(7-5) | 6-4,6-2,,7-6,7-5,6-4,,,,,
13,6,7,1,57%,58%,"72%
(31/43)","89%
(33/37)","41%
(13/32)","70%
(19/27)",8/13,0/0,"11%
(4/37)","28%
(12/43)","26%
(7/27)","38%
(12/32)",0/0,5/13,22,27,33,16,"83%
(5/6)","75%
(6/8)","59%
(44/75)","81%
(52/64)","19%
(12/64)","41%
(31/75)","40%
(56/139)","60%
(83/139)","62%
(8/13)","100%
(13/13)","0%
(0/13)","38%
(5/13)","31%
(8/26)","69%
(18/26)",anderson-kevin,rublev-andrey,03.10.2020 09:10,french-open-2020,0-3,3,5,0-3 | 3-6 | 2-6 | 3-6,3-6,,2-6,,3-6,,,,,
3,11,1,2,63%,66%,"52%
(44/85)","67%
(57/85)","65%
(33/51)","59%
(26/44)",10/17,8/12,"33%
(28/85)","48%
(41/85)","36%
(16/44)","33%
(17/51)",4/12,7/17,41,65,36,51,"57%
(24/42)","65%
(31/48)","57%
(77/136)","64%
(83/129)","36%
(46/129)","43%
(59/136)","46%
(123/265)","54%
(142/265)","67%
(14/21)","80%
(16/20)","20%
(4/20)","33%
(7/21)","44%
(18/41)","56%
(23/41)",bautista-agut-roberto,carreno-busta-pablo,03.10.2020 09:10,french-open-2020,1-3,4,5,1-3 | 4-6 | 3-6 | 7-5 | 4-6,4-6,,3-6,,7-5,,4-6,,,
10,2,5,3,63%,66%,"85%
(40/47)","58%
(38/66)","50%
(14/28)","41%
(14/34)",1/2,7/13,"42%
(28/66)","15%
(7/47)","50%
(17/34)","32%
(9/28)",6/13,1/2,31,23,22,41,"58%
(15/26)","63%
(15/24)","72%
(54/75)","52%
(52/100)","48%
(48/100)","28%
(21/75)","58%
(102/175)","42%
(73/175)","93%
(13/14)","57%
(8/14)","43%
(6/14)","7%
(1/14)","68%
(19/28)","32%
(9/28)",zverev-alexander,cecchinato-marco,02.10.2020 17:30,french-open-2020,3-0,3,5,3-0 | 6-1 | 7-5 | 6-3,6-1,,7-5,,6-3,,,,,
4,1,7,4,59%,67%,"55%
(35/64)","63%
(47/75)","45%
(20/44)","49%
(18/37)",10/17,11/15,"37%
(28/75)","45%
(29/64)","41%
(15/37)","39%
(17/44)",4/15,7/17,32,17,65,34,"64%
(14/22)","50%
(3/6)","51%
(55/108)","58%
(65/112)","42%
(47/112)","49%
(53/108)","46%
(102/220)","54%
(118/220)","53%
(8/15)","73%
(11/15)","27%
(4/15)","47%
(7/15)","40%
(12/30)","60%
(18/30)",gombos-norbert,schwartzman-diego,02.10.2020 16:55,french-open-2020,0-3,3,5,0-3 | 6-7(3-7) | 3-6 | 3-6,6-7,3-7,3-6,,3-6,,,,,
1,2,1,0,71%,73%,"55%
(23/42)","78%
(35/45)","29%
(5/17)","82%
(14/17)",1/7,0/0,"22%
(10/45)","45%
(19/42)","18%
(3/17)","65%
(11/17)",0/0,6/7,13,28,24,13,"71%
(5/7)","83%
(19/23)","47%
(28/59)","79%
(49/62)","21%
(13/62)","53%
(31/59)","34%
(41/121)","66%
(80/121)","45%
(5/11)","100%
(12/12)","0%
(0/12)","55%
(6/11)","22%
(5/23)","78%
(18/23)",travaglia-stefano,nadal-rafael,02.10.2020 15:40,french-open-2020,0-3,3,5,0-3 | 1-6 | 4-6 | 0-6,1-6,,4-6,,0-6,,,,,
2,0,0,2,71%,67%,"52%
(41/79)","64%
(43/67)","50%
(16/32)","52%
(17/33)",5/12,5/9,"36%
(24/67)","48%
(38/79)","42%
(14/33)","50%
(16/32)",4/9,7/12,20,44,31,48,"86%
(12/14)","68%
(26/38)","51%
(57/111)","60%
(60/100)","40%
(40/100)","49%
(54/111)","46%
(97/211)","54%
(114/211)","56%
(9/16)","76%
(13/17)","24%
(4/17)","44%
(7/16)","39%
(13/33)","61%
(20/33)",coria-federico,sinner-jannik,02.10.2020 15:10,french-open-2020,0-3,3,5,0-3 | 3-6 | 5-7 | 5-7,3-6,,5-7,,5-7,,,,,
7,2,2,3,57%,52%,"60%
(50/84)","63%
(50/79)","51%
(32/63)","52%
(38/73)",13/21,12/17,"37%
(29/79)","40%
(34/84)","44%
(32/73)","46%
(29/63)",5/17,8/21,49,35,74,41,"52%
(34/65)","66%
(23/35)","56%
(82/147)","58%
(88/152)","42%
(64/152)","44%
(65/147)","49%
(146/299)","51%
(153/299)","62%
(13/21)","76%
(16/21)","24%
(5/21)","38%
(8/21)","43%
(18/42)","57%
(24/42)",wawrinka-stan,gaston-hugo,02.10.2020 11:25,french-open-2020,2-3,5,5,2-3 | 6-2 | 3-6 | 3-6 | 6-4 | 0-6,6-2,,3-6,,3-6,,6-4,,0-6,
0,8,8,0,62%,72%,"63%
(37/59)","78%
(45/58)","33%
(12/36)","52%
(12/23)",10/16,5/6,"22%
(13/58)","37%
(22/59)","48%
(11/23)","44%
(16/36)",1/6,6/16,20,48,25,29,"73%
(11/15)","67%
(12/18)","52%
(49/95)","70%
(57/81)","30%
(24/81)","48%
(46/95)","41%
(73/176)","59%
(103/176)","54%
(7/13)","92%
(12/13)","8%
(1/13)","46%
(6/13)","31%
(8/26)","69%
(18/26)",martinez-pedro,korda-sebastian,02.10.2020 11:00,french-open-2020,0-3,3,5,0-3 | 4-6 | 3-6 | 1-6,4-6,,3-6,,1-6,,,,,
4,9,0,1,66%,54%,"78%
(69/89)","75%
(48/64)","57%
(26/46)","67%
(37/55)",4/4,5/6,"25%
(16/64)","22%
(20/89)","31%
(17/55)","43%
(20/46)",1/6,0/4,50,34,42,36,"84%
(16/19)","59%
(16/27)","70%
(95/135)","71%
(85/119)","29%
(34/119)","30%
(40/135)","51%
(129/254)","49%
(125/254)","100%
(17/17)","94%
(15/16)","6%
(1/16)","0%
(0/17)","55%
(18/33)","45%
(15/33)",sonego-lorenzo,fritz-taylor,02.10.2020 11:00,french-open-2020,3-0,3,5,3-0 | 7-6(7-5) | 6-3 | 7-6(19-17),7-6,7-5,6-3,,7-6,19-17,,,,
1,5,0,2,69%,60%,"51%
(28/55)","67%
(38/57)","56%
(14/25)","63%
(24/38)",9/15,7/8,"33%
(19/57)","49%
(27/55)","32%
(12/38)","44%
(11/25)",1/8,6/15,21,32,37,28,"71%
(17/24)","61%
(11/18)","53%
(42/80)","65%
(62/95)","35%
(33/95)","48%
(38/80)","43%
(75/175)","57%
(100/175)","54%
(7/13)","92%
(12/13)","8%
(1/13)","46%
(6/13)","31%
(8/26)","69%
(18/26)",ruud-casper,thiem-dominic,02.10.2020 09:10,french-open-2020,0-3,3,5,0-3 | 4-6 | 3-6 | 1-6,4-6,,3-6,,1-6,,,,,
3,5,3,0,65%,59%,"68%
(51/75)","75%
(52/69)","45%
(18/40)","60%
(28/47)",4/9,7/9,"25%
(17/69)","32%
(24/75)","40%
(19/47)","48%
(19/40)",2/9,5/9,26,39,48,39,"53%
(19/36)","73%
(22/30)","60%
(69/115)","69%
(80/116)","31%
(36/116)","40%
(46/115)","45%
(105/231)","55%
(126/231)","72%
(13/18)","89%
(17/19)","11%
(2/19)","28%
(5/18)","41%
(15/37)","59%
(22/37)",harris-lloyd,berrettini-matteo,01.10.2020 16:10,french-open-2020,1-3,4,5,1-3 | 4-6 | 6-4 | 2-6 | 3-6,4-6,,6-4,,2-6,,3-6,,,
3,12,1,1,66%,64%,"56%
(40/71)","77%
(50/65)","46%
(17/37)","54%
(20/37)",7/14,3/6,"23%
(15/65)","45%
(32/71)","43%
(16/37)","49%
(18/37)",3/6,7/14,34,39,42,33,"72%
(13/18)","69%
(24/35)","53%
(57/108)","69%
(70/102)","31%
(32/102)","47%
(51/108)","42%
(89/210)","58%
(121/210)","59%
(10/17)","83%
(15/18)","17%
(3/18)","41%
(7/17)","37%
(13/35)","63%
(22/35)",davidovich-fokina-alejandro,rublev-andrey,01.10.2020 15:50,french-open-2020,1-3,4,5,1-3 | 5-7 | 1-6 | 6-3 | 1-6,5-7,,1-6,,6-3,,1-6,,,
3,0,1,5,69%,51%,"64%
(30/47)","53%
(19/36)","76%
(16/21)","29%
(10/35)",3/5,4/12,"47%
(17/36)","36%
(17/47)","57%
(20/35)","19%
(4/21)",8/12,2/5,30,20,11,34,"67%
(14/21)","53%
(9/17)","68%
(46/68)","41%
(29/71)","59%
(42/71)","32%
(22/68)","63%
(88/139)","37%
(51/139)","83%
(10/12)","33%
(4/12)","67%
(8/12)","17%
(2/12)","75%
(18/24)","25%
(6/24)",bautista-agut-roberto,balazs-attila,01.10.2020 15:20,french-open-2020,3-0,3,5,3-0 | 6-3 | 6-1 | 6-2,6-3,,6-1,,6-2,,,,,
1,18,5,5,69%,72%,"64%
(63/99)","68%
(67/98)","57%
(25/44)","62%
(24/39)",9/15,9/13,"32%
(31/98)","36%
(36/99)","26%
(10/39)","32%
(14/44)",4/13,6/15,36,58,37,39,"47%
(8/17)","53%
(24/45)","62%
(88/143)","66%
(91/137)","34%
(46/137)","38%
(55/143)","48%
(134/280)","52%
(146/280)","74%
(17/23)","83%
(19/23)","17%
(4/23)","26%
(6/23)","46%
(21/46)","54%
(25/46)",lajovic-dusan,anderson-kevin,01.10.2020 15:00,french-open-2020,2-3,5,5,2-3 | 2-6 | 4-6 | 6-4 | 6-3 | 3-6,2-6,,4-6,,6-4,,6-3,,3-6,
3,5,1,1,58%,55%,"56%
(25/45)","88%
(29/33)","42%
(14/33)","70%
(19/27)",7/13,0/1,"12%
(4/33)","44%
(20/45)","26%
(7/27)","55%
(18/33)",1/1,6/13,18,26,32,18,"42%
(5/12)","68%
(15/22)","50%
(39/78)","80%
(48/60)","20%
(12/60)","50%
(39/78)","37%
(51/138)","63%
(87/138)","50%
(6/12)","92%
(12/13)","7%
(1/14)","50%
(6/12)","28%
(7/25)","69%
(18/26)",cuevas-pablo,tsitsipas-stefanos,01.10.2020 14:35,french-open-2020,0-3,3,5,0-3 | 1-6 | 4-6 | 2-6,1-6,,4-6,,2-6,,,,,
5,16,4,4,60%,62%,"75%
(48/64)","75%
(67/89)","48%
(20/42)","45%
(25/55)",3/8,5/9,"25%
(22/89)","25%
(16/64)","47%
(26/55)","43%
(18/42)",4/9,5/8,32,38,44,45,"35%
(6/17)","60%
(12/20)","64%
(68/106)","64%
(92/144)","36%
(52/144)","36%
(38/106)","48%
(120/250)","52%
(130/250)","74%
(14/19)","80%
(16/20)","20%
(4/20)","26%
(5/19)","46%
(18/39)","54%
(21/39)",milojevic-nikola,bedene-aljaz,01.10.2020 13:15,french-open-2020,1-3,4,5,1-3 | 5-7 | 6-2 | 1-6 | 6-7(4-7),5-7,,6-2,,1-6,,6-7,4-7,,
10,0,1,1,58%,75%,"95%
(36/38)","50%
(20/40)","46%
(13/28)","46%
(6/13)",2/2,1/7,"50%
(20/40)","5%
(2/38)","46%
(6/13)","50%
(14/28)",6/7,0/2,25,14,14,25,"50%
(3/6)","64%
(7/11)","74%
(49/66)","49%
(26/53)","51%
(27/53)","26%
(17/66)","64%
(76/119)","36%
(43/119)","100%
(12/12)","45%
(5/11)","55%
(6/11)","0%
(0/12)","78%
(18/23)","22%
(5/23)",djokovic-novak,berankis-ricardas,01.10.2020 12:45,french-open-2020,3-0,3,5,3-0 | 6-1 | 6-2 | 6-2,6-1,,6-2,,6-2,,,,,
5,5,0,4,48%,66%,"69%
(24/35)","64%
(37/58)","79%
(30/38)","30%
(9/30)",3/4,8/14,"36%
(21/58)","31%
(11/35)","57%
(17/30)","21%
(8/38)",6/14,1/4,21,26,22,52,"60%
(9/15)","80%
(16/20)","74%
(54/73)","52%
(46/88)","48%
(42/88)","26%
(19/73)","60%
(96/161)","40%
(65/161)","92%
(12/13)","50%
(6/12)","50%
(6/12)","8%
(1/13)","72%
(18/25)","28%
(7/25)",galan-daniel-elahi,sandgren-tennys,01.10.2020 12:30,french-open-2020,3-0,3,5,3-0 | 6-2 | 6-2 | 6-3,6-2,,6-2,,6-3,,,,,
